Version,SBOM Format Type,Number of Packages,Package Names
BentoML-0.0.8-beta,CycloneDX,6,"mock,      pylint,      pytest,      snapshottest,      tox,      yapf"
BentoML-0.0.8-beta,SBDX,7,"mock,      pylint,      pytest,      snapshottest,      tox,      yapf,      /Users/baileynathan/Documents/Topics_Project/inference-framework/BentoML/BentoML-0.0.8-beta"
BentoML-0.4.3,CycloneDX,5,"mock,      pylint,      pytest,      snapshottest,      tox"
BentoML-0.4.3,SBDX,6,"mock,      pylint,      pytest,      snapshottest,      tox,      /Users/baileynathan/Documents/Topics_Project/inference-framework/BentoML/BentoML-0.4.3"
BentoML-0.8.5,CycloneDX,1413,"@babel/code-frame,      @babel/code-frame,      @babel/compat-data,      @babel/core,      @babel/generator,      @babel/helper-annotate-as-pure,      @babel/helper-builder-binary-assignment-operator-visitor,      @babel/helper-builder-react-jsx,      @babel/helper-call-delegate,      @babel/helper-compilation-targets,      @babel/helper-create-regexp-features-plugin,      @babel/helper-define-map,      @babel/helper-explode-assignable-expression,      @babel/helper-function-name,      @babel/helper-get-function-arity,      @babel/helper-hoist-variables,      @babel/helper-member-expression-to-functions,      @babel/helper-module-imports,      @babel/helper-module-imports,      @babel/helper-module-transforms,      @babel/helper-optimise-call-expression,      @babel/helper-plugin-utils,      @babel/helper-regex,      @babel/helper-remap-async-to-generator,      @babel/helper-replace-supers,      @babel/helper-simple-access,      @babel/helper-split-export-declaration,      @babel/helper-validator-identifier,      @babel/helper-wrap-function,      @babel/helpers,      @babel/highlight,      @babel/highlight,      @babel/parser,      @babel/plugin-proposal-async-generator-functions,      @babel/plugin-proposal-dynamic-import,      @babel/plugin-proposal-json-strings,      @babel/plugin-proposal-nullish-coalescing-operator,      @babel/plugin-proposal-object-rest-spread,      @babel/plugin-proposal-optional-catch-binding,      @babel/plugin-proposal-optional-chaining,      @babel/plugin-proposal-unicode-property-regex,      @babel/plugin-syntax-async-generators,      @babel/plugin-syntax-dynamic-import,      @babel/plugin-syntax-flow,      @babel/plugin-syntax-json-strings,      @babel/plugin-syntax-jsx,      @babel/plugin-syntax-nullish-coalescing-operator,      @babel/plugin-syntax-object-rest-spread,      @babel/plugin-syntax-optional-catch-binding,      @babel/plugin-syntax-optional-chaining,      @babel/plugin-syntax-top-level-await,      @babel/plugin-transform-arrow-functions,      @babel/plugin-transform-async-to-generator,      @babel/plugin-transform-block-scoped-functions,      @babel/plugin-transform-block-scoping,      @babel/plugin-transform-classes,      @babel/plugin-transform-computed-properties,      @babel/plugin-transform-destructuring,      @babel/plugin-transform-dotall-regex,      @babel/plugin-transform-duplicate-keys,      @babel/plugin-transform-exponentiation-operator,      @babel/plugin-transform-flow-strip-types,      @babel/plugin-transform-for-of,      @babel/plugin-transform-function-name,      @babel/plugin-transform-literals,      @babel/plugin-transform-member-expression-literals,      @babel/plugin-transform-modules-amd,      @babel/plugin-transform-modules-commonjs,      @babel/plugin-transform-modules-systemjs,      @babel/plugin-transform-modules-umd,      @babel/plugin-transform-named-capturing-groups-regex,      @babel/plugin-transform-new-target,      @babel/plugin-transform-object-super,      @babel/plugin-transform-parameters,      @babel/plugin-transform-property-literals,      @babel/plugin-transform-react-jsx,      @babel/plugin-transform-regenerator,      @babel/plugin-transform-reserved-words,      @babel/plugin-transform-shorthand-properties,      @babel/plugin-transform-spread,      @babel/plugin-transform-sticky-regex,      @babel/plugin-transform-template-literals,      @babel/plugin-transform-typeof-symbol,      @babel/plugin-transform-unicode-regex,      @babel/preset-env,      @babel/runtime,      @babel/runtime,      @babel/runtime,      @babel/runtime,      @babel/template,      @babel/traverse,      @babel/types,      @babel/types,      @blueprintjs/core,      @blueprintjs/datetime,      @blueprintjs/icons,      @blueprintjs/select,      @blueprintjs/table,      @cnakazawa/watch,      @emotion/cache,      @emotion/core,      @emotion/css,      @emotion/hash,      @emotion/is-prop-valid,      @emotion/memoize,      @emotion/serialize,      @emotion/sheet,      @emotion/styled,      @emotion/styled-base,      @emotion/stylis,      @emotion/unitless,      @emotion/utils,      @emotion/weak-memoize,      @grpc/grpc-js,      @iarna/toml,      @jest/console,      @jest/core,      @jest/environment,      @jest/fake-timers,      @jest/reporters,      @jest/source-map,      @jest/test-result,      @jest/test-sequencer,      @jest/transform,      @jest/types,      @jest/types,      @mrmlnc/readdir-enhanced,      @nodelib/fs.stat,      @parcel/fs,      @parcel/logger,      @parcel/utils,      @parcel/watcher,      @parcel/workers,      @protobufjs/aspromise,      @protobufjs/base64,      @protobufjs/codegen,      @protobufjs/eventemitter,      @protobufjs/fetch,      @protobufjs/float,      @protobufjs/inquire,      @protobufjs/path,      @protobufjs/pool,      @protobufjs/utf8,      @samverschueren/stream-to-observable,      @types/babel__core,      @types/babel__generator,      @types/babel__template,      @types/babel__traverse,      @types/body-parser,      @types/color-name,      @types/connect,      @types/cookiejar,      @types/dom4,      @types/eslint-visitor-keys,      @types/express,      @types/express-serve-static-core,      @types/history,      @types/istanbul-lib-coverage,      @types/istanbul-lib-report,      @types/istanbul-reports,      @types/jest,      @types/json-schema,      @types/json5,      @types/lodash,      @types/long,      @types/mime,      @types/moment,      @types/morgan,      @types/node,      @types/node,      @types/parse-json,      @types/parse-json,      @types/prop-types,      @types/q,      @types/qs,      @types/range-parser,      @types/react,      @types/react-dom,      @types/react-router,      @types/react-router-dom,      @types/serve-static,      @types/stack-utils,      @types/superagent,      @types/supertest,      @types/winston,      @types/yargs,      @types/yargs,      @types/yargs-parser,      @typescript-eslint/eslint-plugin,      @typescript-eslint/experimental-utils,      @typescript-eslint/parser,      @typescript-eslint/typescript-estree,      @webassemblyjs/ast,      @webassemblyjs/floating-point-hex-parser,      @webassemblyjs/helper-api-error,      @webassemblyjs/helper-buffer,      @webassemblyjs/helper-code-frame,      @webassemblyjs/helper-fsm,      @webassemblyjs/helper-module-context,      @webassemblyjs/helper-wasm-bytecode,      @webassemblyjs/helper-wasm-section,      @webassemblyjs/ieee754,      @webassemblyjs/leb128,      @webassemblyjs/utf8,      @webassemblyjs/wasm-edit,      @webassemblyjs/wasm-gen,      @webassemblyjs/wasm-opt,      @webassemblyjs/wasm-parser,      @webassemblyjs/wast-parser,      @webassemblyjs/wast-printer,      @xtuc/ieee754,      @xtuc/long,      abab,      abbrev,      accepts,      acorn,      acorn,      acorn,      acorn,      acorn-globals,      acorn-jsx,      acorn-walk,      ajv,      ajv-errors,      ajv-keywords,      alphanum-sort,      ansi-align,      ansi-escapes,      ansi-escapes,      ansi-regex,      ansi-regex,      ansi-regex,      ansi-regex,      ansi-styles,      ansi-styles,      ansi-styles,      ansi-styles,      ansi-to-html,      any-observable,      anymatch,      anymatch,      aproba,      arg,      argparse,      arr-diff,      arr-flatten,      arr-union,      array-equal,      array-flatten,      array-includes,      array-unique,      array.prototype.flat,      asn1,      asn1.js,      assert,      assert-plus,      assign-symbols,      astral-regex,      async,      async-each,      async-limiter,      asynckit,      atob,      awesome-typescript-loader,      aws-sam-cli,      aws-sign2,      aws4,      axios,      babel-jest,      babel-plugin-dynamic-import-node,      babel-plugin-emotion,      babel-plugin-istanbul,      babel-plugin-jest-hoist,      babel-plugin-macros,      babel-plugin-syntax-jsx,      babel-preset-jest,      babel-runtime,      babel-types,      babylon-walk,      balanced-match,      base,      base64-js,      basic-auth,      bcrypt-pbkdf,      big.js,      binary-extensions,      binary-extensions,      bindings,      black,      bluebird,      bn.js,      body-parser,      boolbase,      boxen,      brace-expansion,      braces,      braces,      brfs,      brorand,      browser-process-hrtime,      browser-resolve,      browserify-aes,      browserify-cipher,      browserify-des,      browserify-rsa,      browserify-sign,      browserify-zlib,      browserslist,      bs-logger,      bser,      buffer,      buffer-equal,      buffer-from,      buffer-xor,      builtin-status-codes,      bytes,      cacache,      cache-base,      call-me-maybe,      caller-callsite,      caller-path,      callsites,      callsites,      callsites,      camelcase,      camelcase,      caniuse-api,      caniuse-lite,      capture-exit,      capture-stack-trace,      caseless,      chalk,      chalk,      chalk,      chalk,      chardet,      chokidar,      chokidar,      chownr,      chrome-trace-event,      ci-info,      ci-info,      cipher-base,      class-utils,      classnames,      cli-boxes,      cli-cursor,      cli-cursor,      cli-spinners,      cli-truncate,      cli-width,      cliui,      clone,      clone,      co,      coa,      code-point-at,      collection-visit,      color,      color,      color-convert,      color-convert,      color-convert,      color-name,      color-name,      color-name,      color-string,      colornames,      colors,      colorspace,      combined-stream,      command-exists,      commander,      commander,      commondir,      compare-versions,      component-emitter,      concat-map,      concat-stream,      concurrently,      configstore,      console-browserify,      constants-browserify,      contains-path,      content-disposition,      content-type,      convert-source-map,      convert-source-map,      cookie,      cookie-signature,      cookiejar,      copy-concurrently,      copy-descriptor,      core-js,      core-js-compat,      core-util-is,      cosmiconfig,      cosmiconfig,      cosmiconfig,      create-ecdh,      create-error-class,      create-hash,      create-hmac,      create-react-context,      cross-spawn,      cross-spawn,      cross-spawn,      crypto-browserify,      crypto-random-string,      css-color-names,      css-declaration-sorter,      css-modules-loader-core,      css-select,      css-select-base-adapter,      css-selector-tokenizer,      css-tree,      css-what,      cssesc,      cssnano,      cssnano-preset-default,      cssnano-util-get-arguments,      cssnano-util-get-match,      cssnano-util-raw-cache,      cssnano-util-same-parent,      csso,      cssom,      cssstyle,      csstype,      cyclist,      d,      dashdash,      data-urls,      date-fns,      date-fns,      deasync,      debug,      debug,      debug,      debug,      decamelize,      decode-uri-component,      dedent,      deep-equal,      deep-extend,      deep-is,      defaults,      define-properties,      define-properties,      define-property,      define-property,      define-property,      delayed-stream,      depd,      depd,      des.js,      destroy,      detect-file,      detect-newline,      diagnostics,      diff,      diff-sequences,      diff-sequences,      diffie-hellman,      doctrine,      doctrine,      dom-helpers,      dom-serializer,      dom4,      domain-browser,      domelementtype,      domelementtype,      domexception,      domhandler,      domutils,      dot-prop,      dot-prop,      dotenv,      dotenv-expand,      duplexer2,      duplexer3,      duplexify,      ecc-jsbn,      ee-first,      electron-to-chromium,      elegant-spinner,      elliptic,      emoji-regex,      emoji-regex,      emojis-list,      emojis-list,      enabled,      encodeurl,      end-of-stream,      enhanced-resolve,      enhanced-resolve,      entities,      entities,      env-variable,      envinfo,      errno,      error-ex,      error-ex,      es-abstract,      es-abstract,      es-to-primitive,      es-to-primitive,      es5-ext,      es6-iterator,      es6-symbol,      escape-html,      escape-string-regexp,      escape-string-regexp,      escodegen,      escodegen,      eslint,      eslint-config-prettier,      eslint-import-resolver-node,      eslint-module-utils,      eslint-plugin-import,      eslint-plugin-prettier,      eslint-scope,      eslint-scope,      eslint-utils,      eslint-visitor-keys,      espree,      esprima,      esprima,      esquery,      esrecurse,      estraverse,      esutils,      etag,      events,      evp_bytestokey,      exec-sh,      execa,      execa,      execa,      exit,      expand-brackets,      expand-tilde,      expect,      express,      ext,      extend,      extend-shallow,      extend-shallow,      external-editor,      extglob,      extsprintf,      extsprintf,      falafel,      fast-deep-equal,      fast-diff,      fast-glob,      fast-json-stable-stringify,      fast-levenshtein,      fast-safe-stringify,      fastparse,      fb-watchman,      fecha,      figgy-pudding,      figures,      figures,      figures,      file-entry-cache,      file-uri-to-path,      filesize,      fill-range,      fill-range,      finalhandler,      find-cache-dir,      find-root,      find-up,      find-up,      find-up,      find-versions,      findup-sync,      flat-cache,      flatted,      flush-write-stream,      follow-redirects,      for-in,      foreach,      forever-agent,      form-data,      form-data,      formidable,      forwarded,      fragment-cache,      fresh,      from2,      fs-write-stream-atomic,      fs.realpath,      fsevents,      fsevents,      function-bind,      function-bind,      functional-red-black-tree,      gensync,      get-caller-file,      get-own-enumerable-property-symbols,      get-port,      get-stdin,      get-stream,      get-stream,      get-stream,      get-value,      getpass,      glob,      glob-parent,      glob-parent,      glob-to-regexp,      global-dirs,      global-modules,      global-modules,      global-prefix,      global-prefix,      globals,      globals,      got,      graceful-fs,      grapheme-breaker,      growly,      gud,      har-schema,      har-validator,      has,      has,      has-ansi,      has-flag,      has-flag,      has-flag,      has-flag,      has-symbols,      has-symbols,      has-value,      has-value,      has-values,      has-values,      hash-base,      hash.js,      hex-color-regex,      history,      hmac-drbg,      hoist-non-react-statics,      homedir-polyfill,      hosted-git-info,      hsl-regex,      hsla-regex,      html-comment-regex,      html-encoding-sniffer,      html-escaper,      html-tags,      htmlnano,      htmlparser2,      http-errors,      http-errors,      http-signature,      https-browserify,      human-signals,      husky,      iconv-lite,      icss-replace-symbols,      ieee754,      iferr,      ignore,      ignore-by-default,      import-fresh,      import-fresh,      import-fresh,      import-lazy,      import-local,      imurmurhash,      indent-string,      indexes-of,      infer-owner,      inflight,      inherits,      inherits,      inherits,      ini,      inquirer,      interpret,      invariant,      invert-kv,      ipaddr.js,      is-absolute-url,      is-absolute-url,      is-accessor-descriptor,      is-accessor-descriptor,      is-arguments,      is-arrayish,      is-arrayish,      is-arrayish,      is-binary-path,      is-binary-path,      is-buffer,      is-callable,      is-callable,      is-ci,      is-ci,      is-color-stop,      is-data-descriptor,      is-data-descriptor,      is-date-object,      is-date-object,      is-descriptor,      is-descriptor,      is-directory,      is-extendable,      is-extendable,      is-extglob,      is-fullwidth-code-point,      is-fullwidth-code-point,      is-fullwidth-code-point,      is-generator-fn,      is-glob,      is-glob,      is-html,      is-installed-globally,      is-npm,      is-number,      is-number,      is-obj,      is-obj,      is-observable,      is-path-inside,      is-plain-object,      is-promise,      is-redirect,      is-regex,      is-regex,      is-regexp,      is-resolvable,      is-retry-allowed,      is-stream,      is-stream,      is-string,      is-svg,      is-symbol,      is-symbol,      is-typedarray,      is-url,      is-windows,      is-wsl,      isarray,      isarray,      isarray,      isexe,      isobject,      isobject,      isstream,      istanbul-lib-coverage,      istanbul-lib-instrument,      istanbul-lib-report,      istanbul-lib-source-maps,      istanbul-reports,      jest,      jest-changed-files,      jest-cli,      jest-config,      jest-diff,      jest-diff,      jest-docblock,      jest-docblock,      jest-each,      jest-environment-jsdom,      jest-environment-node,      jest-get-type,      jest-get-type,      jest-haste-map,      jest-jasmine2,      jest-leak-detector,      jest-matcher-utils,      jest-message-util,      jest-mock,      jest-pnp-resolver,      jest-regex-util,      jest-resolve,      jest-resolve-dependencies,      jest-runner,      jest-runtime,      jest-serializer,      jest-snapshot,      jest-util,      jest-validate,      jest-watcher,      jest-worker,      js-tokens,      js-tokens,      js-yaml,      jsbn,      jsdom,      jsdom,      jsesc,      jsesc,      json-parse-better-errors,      json-parse-better-errors,      json-schema,      json-schema-traverse,      json-stable-stringify-without-jsonify,      json-stringify-safe,      json5,      json5,      jsprim,      kind-of,      kind-of,      kind-of,      kind-of,      kleur,      kuler,      latest-version,      lcid,      left-pad,      leven,      levenary,      levn,      lines-and-columns,      lines-and-columns,      lint-staged,      listr,      listr-silent-renderer,      listr-update-renderer,      listr-verbose-renderer,      load-json-file,      load-json-file,      loader-runner,      loader-utils,      loader-utils,      locate-path,      locate-path,      locate-path,      lodash,      lodash,      lodash.clone,      lodash.memoize,      lodash.sortby,      lodash.uniq,      log-symbols,      log-symbols,      log-symbols,      log-update,      logform,      loglevelnext,      long,      loose-envify,      loose-envify,      lowercase-keys,      lru-cache,      lru-cache,      magic-string,      make-dir,      make-dir,      make-error,      makeerror,      mamacro,      map-age-cleaner,      map-cache,      map-visit,      md5.js,      mdn-data,      media-typer,      mem,      memory-fs,      memory-fs,      merge-descriptors,      merge-source-map,      merge-stream,      merge2,      methods,      micromatch,      micromatch,      miller-rabin,      mime,      mime-db,      mime-types,      mimic-fn,      mimic-fn,      mini-create-react-context,      minimalistic-assert,      minimalistic-crypto-utils,      minimatch,      minimist,      minimist,      mississippi,      mixin-deep,      mkdirp,      moment,      morgan,      move-concurrently,      ms,      ms,      ms,      ms,      mute-stream,      nan,      nanomatch,      natural-compare,      negotiator,      neo-async,      next-tick,      nice-try,      node-addon-api,      node-forge,      node-int64,      node-libs-browser,      node-modules-regexp,      node-notifier,      node-releases,      nodemon,      nopt,      normalize-html-whitespace,      normalize-package-data,      normalize-path,      normalize-path,      normalize-url,      normalize.css,      normalize.css,      npm-run-path,      npm-run-path,      nth-check,      number-is-nan,      nwsapi,      oauth-sign,      object-assign,      object-assign,      object-copy,      object-inspect,      object-inspect,      object-inspect,      object-is,      object-keys,      object-keys,      object-visit,      object.assign,      object.assign,      object.getownpropertydescriptors,      object.pick,      object.values,      on-finished,      on-headers,      once,      one-time,      onetime,      onetime,      opencollective-postinstall,      opn,      optionator,      ora,      os-browserify,      os-locale,      os-tmpdir,      p-defer,      p-each-series,      p-finally,      p-finally,      p-is-promise,      p-limit,      p-limit,      p-locate,      p-locate,      p-locate,      p-map,      p-reduce,      p-try,      p-try,      package-json,      pako,      pako,      parallel-transform,      parcel-bundler,      parent-module,      parent-module,      parse-asn1,      parse-json,      parse-json,      parse-json,      parse-json,      parse-passwd,      parse5,      parse5,      parseurl,      pascalcase,      path-browserify,      path-dirname,      path-exists,      path-exists,      path-is-absolute,      path-is-inside,      path-key,      path-key,      path-parse,      path-parse,      path-to-regexp,      path-to-regexp,      path-type,      path-type,      path-type,      path-type,      pbkdf2,      performance-now,      physical-cpu-count,      picomatch,      pify,      pify,      pify,      pirates,      pkg-dir,      pkg-dir,      pkg-dir,      please-upgrade-node,      pn,      popper.js,      posix-character-classes,      postcss,      postcss,      postcss,      postcss-calc,      postcss-colormin,      postcss-convert-values,      postcss-discard-comments,      postcss-discard-duplicates,      postcss-discard-empty,      postcss-discard-overridden,      postcss-merge-longhand,      postcss-merge-rules,      postcss-minify-font-values,      postcss-minify-gradients,      postcss-minify-params,      postcss-minify-selectors,      postcss-modules-extract-imports,      postcss-modules-local-by-default,      postcss-modules-scope,      postcss-modules-values,      postcss-normalize-charset,      postcss-normalize-display-values,      postcss-normalize-positions,      postcss-normalize-repeat-style,      postcss-normalize-string,      postcss-normalize-timing-functions,      postcss-normalize-unicode,      postcss-normalize-url,      postcss-normalize-whitespace,      postcss-ordered-values,      postcss-reduce-initial,      postcss-reduce-transforms,      postcss-selector-parser,      postcss-selector-parser,      postcss-svgo,      postcss-unique-selectors,      postcss-value-parser,      postcss-value-parser,      posthtml,      posthtml,      posthtml-parser,      posthtml-render,      prelude-ls,      prepend-http,      prettier,      pretty-format,      pretty-format,      private,      process,      process-nextick-args,      progress,      promise-inflight,      prompts,      prop-types,      protobuf,      protobufjs,      proxy-addr,      prr,      pseudomap,      psl,      pstree.remy,      public-encrypt,      pump,      pump,      pumpify,      punycode,      punycode,      punycode,      purgecss,      q,      qs,      qs,      qs,      qs,      querystring,      querystring-es3,      quote-stream,      randombytes,      randomfill,      range-parser,      raw-body,      rc,      react,      react-day-picker,      react-dom,      react-is,      react-is,      react-lifecycles-compat,      react-popper,      react-router,      react-router-dom,      react-transition-group,      read-pkg,      read-pkg,      read-pkg,      read-pkg-up,      read-pkg-up,      readable-stream,      readable-stream,      readdirp,      readdirp,      realpath-native,      reflect-metadata,      regenerate,      regenerate-unicode-properties,      regenerator-runtime,      regenerator-runtime,      regenerator-runtime,      regenerator-transform,      regex-not,      regexp.prototype.flags,      regexpp,      regexpp,      regexpu-core,      registry-auth-token,      registry-url,      regjsgen,      regjsparser,      remove-trailing-separator,      repeat-element,      repeat-string,      request,      request-promise-core,      request-promise-native,      require-directory,      require-main-filename,      resize-observer-polyfill,      resolve,      resolve,      resolve,      resolve-cwd,      resolve-dir,      resolve-from,      resolve-from,      resolve-from,      resolve-pathname,      resolve-url,      restore-cursor,      restore-cursor,      ret,      rgb-regex,      rgba-regex,      rimraf,      rimraf,      ripemd160,      rsvp,      run-async,      run-queue,      rxjs,      safe-buffer,      safe-buffer,      safe-buffer,      safe-regex,      safer-buffer,      sane,      sass,      sax,      saxes,      scheduler,      schema-utils,      scikit-learn,      semver,      semver,      semver,      semver-compare,      semver-diff,      semver-regex,      send,      serialize-javascript,      serialize-to-js,      serve-static,      set-blocking,      set-value,      setimmediate,      setprototypeof,      sha.js,      shallow-copy,      shebang-command,      shebang-command,      shebang-regex,      shebang-regex,      shellwords,      signal-exit,      simple-swizzle,      sisteransi,      slash,      slash,      slice-ansi,      slice-ansi,      snapdragon,      snapdragon-node,      snapdragon-util,      source-list-map,      source-map,      source-map,      source-map,      source-map-resolve,      source-map-support,      source-map-url,      spawn-command,      spdx-correct,      spdx-exceptions,      spdx-expression-parse,      spdx-license-ids,      split-string,      sprintf-js,      sshpk,      ssri,      stable,      stack-trace,      stack-utils,      static-eval,      static-extend,      static-module,      statuses,      stealthy-require,      stream-browserify,      stream-each,      stream-http,      stream-shift,      string-argv,      string-length,      string-width,      string-width,      string-width,      string-width,      string.prototype.trimleft,      string.prototype.trimleft,      string.prototype.trimright,      string.prototype.trimright,      string_decoder,      string_decoder,      stringify-object,      strip-ansi,      strip-ansi,      strip-ansi,      strip-ansi,      strip-bom,      strip-eof,      strip-final-newline,      strip-json-comments,      strip-json-comments,      stylehacks,      superagent,      supertest,      supports-color,      supports-color,      supports-color,      supports-color,      supports-color,      supports-color,      svgo,      symbol-observable,      symbol-tree,      table,      tapable,      term-size,      terser,      terser,      terser-webpack-plugin,      test-exclude,      text-hex,      text-table,      throat,      through,      through2,      timed-out,      timers-browserify,      timsort,      tiny-inflate,      tiny-invariant,      tiny-warning,      tmp,      tmpl,      to-arraybuffer,      to-fast-properties,      to-fast-properties,      to-fast-properties,      to-object-path,      to-regex,      to-regex-range,      to-regex-range,      toidentifier,      touch,      tough-cookie,      tr46,      tree-kill,      triple-beam,      ts-jest,      ts-loader,      ts-node,      tsconfig-paths,      tslib,      tslib,      tslib,      tslint-config-prettier,      tslint-plugin-prettier,      tsutils,      tty-browserify,      tunnel-agent,      tweetnacl,      type,      type,      type-check,      type-fest,      type-fest,      type-is,      typed-styles,      typedarray,      typescript,      typescript,      uncss,      undefsafe,      unicode-canonical-property-names-ecmascript,      unicode-match-property-ecmascript,      unicode-match-property-value-ecmascript,      unicode-property-aliases-ecmascript,      unicode-trie,      union-value,      uniq,      uniqs,      unique-filename,      unique-slug,      unique-string,      unpipe,      unquote,      unset-value,      unzip-response,      upath,      update-notifier,      uri-js,      urix,      url,      url-parse-lax,      use,      util,      util,      util-deprecate,      util.promisify,      utils-merge,      uuid,      v8-compile-cache,      v8-compile-cache,      validate-npm-package-license,      value-equal,      vary,      vendors,      verror,      vlq,      vm-browserify,      w3c-hr-time,      w3c-xmlserializer,      walker,      warning,      watchpack,      wcwidth,      webidl-conversions,      webpack,      webpack-cli,      webpack-log,      webpack-sources,      whatwg-encoding,      whatwg-mimetype,      whatwg-url,      whatwg-url,      which,      which,      which-module,      which-pm-runs,      widest-line,      winston,      winston-transport,      word-wrap,      worker-farm,      wrap-ansi,      wrap-ansi,      wrappy,      write,      write-file-atomic,      write-file-atomic,      ws,      ws,      xdg-basedir,      xml-name-validator,      xmlchars,      xtend,      y18n,      yallist,      yallist,      yaml,      yaml,      yargs,      yargs,      yargs,      yargs-parser,      yargs-parser,      yargs-parser,      yn"
